date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:02	69926/69926	---M--	200	added ('OK')	image/jpeg	etag:%2242a98e35f1fb246f3237ba040dd554e4%22	https://cdn.accentuate.io/586699440342/1634173325353/20210321-js-marthasvineyard2355-1633125007.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699440342/1634173325353/20210321-js-marthasvineyard2355-1633125007a4f0.jpg	(from https://solace-store.com/blogs/news/inside-a-playful-bohemian-beach-house-on-marthas-vineyard)
20:25:05	97258/97258	---M--	200	added ('OK')	image/jpeg	etag:%221d6dd8a16dbace0ed6a1498bf028752d%22	https://cdn.accentuate.io/586699440342/1634173401884/20210321-js-marthasvineyard2253-1633125667.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699440342/1634173401884/20210321-js-marthasvineyard2253-1633125667a4f0.jpg	(from https://solace-store.com/blogs/news/inside-a-playful-bohemian-beach-house-on-marthas-vineyard)
20:25:07	239927/239927	---M--	200	added ('OK')	image/jpeg	etag:%228d483e8ca39a8f07ac3ae61c5d8312aa%22	https://cdn.accentuate.io/586699440342/1634173559224/zac-gudakov-bFQsXSLaF84-unsplash.jpg?v=1634181536277	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699440342/1634173559224/zac-gudakov-bFQsXSLaF84-unsplashc1ab.jpg	(from https://solace-store.com/blogs/news/inside-a-playful-bohemian-beach-house-on-marthas-vineyard)
20:25:09	164448/164448	---M--	200	added ('OK')	image/jpeg	etag:%22b371b0b711fd76164bc633c2db2ec745%22	https://cdn.accentuate.io/586699440342/1634173560546/sidekix-media-wRzBarqn3hs-unsplash.jpg?v=1634181543374	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699440342/1634173560546/sidekix-media-wRzBarqn3hs-unsplashed70.jpg	(from https://solace-store.com/blogs/news/inside-a-playful-bohemian-beach-house-on-marthas-vineyard)
20:25:11	161925/161925	---M--	200	added ('OK')	image/jpeg	etag:%2290de61f51138bdd06fda4e24d9ed4d3b%22	https://cdn.accentuate.io/586699440342/1634173561742/alberto-castillo-q-mx4mSkK9zeo-unsplash.jpg?v=1634181551795	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699440342/1634173561742/alberto-castillo-q-mx4mSkK9zeo-unsplashb670.jpg	(from https://solace-store.com/blogs/news/inside-a-playful-bohemian-beach-house-on-marthas-vineyard)
20:25:13	98726/98726	---M--	200	added ('OK')	image/jpeg	etag:%22e0cb0274a96e299a445b9cffee70d55b%22	https://cdn.accentuate.io/586699473110/1634174797429/ahoward-pemberton-0083-1632769184.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699473110/1634174797429/ahoward-pemberton-0083-1632769184a4f0.jpg	(from https://solace-store.com/blogs/news/modern-texas-home-is-beautiful-and-completely-kid-friendly)
20:25:15	103417/103417	---M--	200	added ('OK')	image/jpeg	etag:%226251317ebebd502b41060b657ba08ff7%22	https://cdn.accentuate.io/586699473110/1634174805739/ahoward-pemberton-0129-1632769240.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699473110/1634174805739/ahoward-pemberton-0129-1632769240a4f0.jpg	(from https://solace-store.com/blogs/news/modern-texas-home-is-beautiful-and-completely-kid-friendly)
20:25:17	119643/119643	---M--	200	added ('OK')	image/jpeg	etag:%2286ae3ded6b3d7a41e75bb4713626b3cd%22	https://cdn.accentuate.io/586699473110/1634174742154/ahoward-pemberton-0273x-3-1632768979.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699473110/1634174742154/ahoward-pemberton-0273x-3-1632768979a4f0.jpg	(from https://solace-store.com/blogs/news/modern-texas-home-is-beautiful-and-completely-kid-friendly)
20:25:18	104189/104189	---M--	200	added ('OK')	image/jpeg	etag:%2237bf22e3f51164970cf502043804820b%22	https://cdn.accentuate.io/586699473110/1634174720854/ahoward-pemberton-0343-1632768918.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699473110/1634174720854/ahoward-pemberton-0343-1632768918a4f0.jpg	(from https://solace-store.com/blogs/news/modern-texas-home-is-beautiful-and-completely-kid-friendly)
20:25:20	116766/116766	---M--	200	added ('OK')	image/jpeg	etag:%2287693a5541c606b25c9ee24e4314fad2%22	https://cdn.accentuate.io/586699473110/1634174780237/hutomo-abrianto-X5BWooeO4Cw-unsplash.jpg?v=1634181437464	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699473110/1634174780237/hutomo-abrianto-X5BWooeO4Cw-unsplashd3dc.jpg	(from https://solace-store.com/blogs/news/modern-texas-home-is-beautiful-and-completely-kid-friendly)
